ensembl_gene_id	count
ENSDARG00000103202	0
ENSDARG00000009657	828
ENSDARG00000096472	0
ENSDARG00000096156	1
ENSDARG00000076160	0
ENSDARG00000117163	44
ENSDARG00000096187	3
ENSDARG00000076014	519
ENSDARG00000098876	5
ENSDARG00000031930	0
ENSDARG00000096435	0
ENSDARG00000103471	15
ENSDARG00000093665	3
ENSDARG00000098144	1
ENSDARG00000093658	573
ENSDARG00000095324	35
ENSDARG00000098510	0
ENSDARG00000021336	1
ENSDARG00000094646	1238
ENSDARG00000021595	250
ENSDARG00000096039	0
ENSDARG00000096153	62
ENSDARG00000095200	368
ENSDARG00000096463	0
ENSDARG00000102062	28
ENSDARG00000090116	5
ENSDARG00000102464	430
ENSDARG00000095149	3
ENSDARG00000092714	70
ENSDARG00000112103	0
ENSDARG00000096462	0
ENSDARG00000045801	444
ENSDARG00000096855	5
ENSDARG00000104074	0
ENSDARG00000097754	0
ENSDARG00000095103	0
ENSDARG00000015623	31
ENSDARG00000101202	0
ENSDARG00000102559	5
ENSDARG00000030694	2038
ENSDARG00000093168	1
ENSDARG00000093983	0
ENSDARG00000030598	69
ENSDARG00000092097	0
ENSDARG00000113342	0
ENSDARG00000097811	0
ENSDARG00000116640	3
ENSDARG00000113663	0
ENSDARG00000101775	19
ENSDARG00000112642	2
ENSDARG00000090160	588
ENSDARG00000045758	43
ENSDARG00000096491	0
ENSDARG00000097971	0
ENSDARG00000045760	66
ENSDARG00000096484	0
ENSDARG00000031346	461
ENSDARG00000024211	5
ENSDARG00000096461	0
ENSDARG00000099327	7
ENSDARG00000017661	226
ENSDARG00000007523	950
ENSDARG00000045671	10
ENSDARG00000045672	2
ENSDARG00000098115	46
ENSDARG00000091561	5
ENSDARG00000026839	497
ENSDARG00000088961	6
ENSDARG00000089179	10
ENSDARG00000093424	8
ENSDARG00000101374	15
ENSDARG00000088616	3
ENSDARG00000045544	58
ENSDARG00000115818	0
ENSDARG00000077356	200
ENSDARG00000045673	1
ENSDARG00000097907	80
ENSDARG00000012684	6636
ENSDARG00000093557	43
ENSDARG00000092583	5
ENSDARG00000101849	1389
ENSDARG00000091477	1
ENSDARG00000113005	0
ENSDARG00000045675	159
ENSDARG00000096065	2
ENSDARG00000099699	21
ENSDARG00000096481	3
ENSDARG00000001781	46
ENSDARG00000069555	13
ENSDARG00000116546	2
ENSDARG00000016979	1530
ENSDARG00000096114	25
ENSDARG00000099595	0
ENSDARG00000092596	1
ENSDARG00000100479	17
ENSDARG00000103186	119
ENSDARG00000098143	17
ENSDARG00000070477	1806
ENSDARG00000087743	2
ENSDARG00000094888	0
ENSDARG00000117132	5
ENSDARG00000106667	1
ENSDARG00000110946	2
ENSDARG00000045490	834
ENSDARG00000089860	85
ENSDARG00000101960	6
ENSDARG00000097073	38
ENSDARG00000039843	77
ENSDARG00000093994	0
ENSDARG00000089159	33
ENSDARG00000104064	62
ENSDARG00000096037	58
ENSDARG00000096222	56
ENSDARG00000094034	1
ENSDARG00000014804	1478
ENSDARG00000018111	607
ENSDARG00000096218	0
ENSDARG00000102370	2
ENSDARG00000101916	17
ENSDARG00000096131	4
ENSDARG00000088181	59
ENSDARG00000015931	475
ENSDARG00000094177	13
ENSDARG00000102473	123
ENSDARG00000045850	551
ENSDARG00000110696	0
ENSDARG00000114172	28
ENSDARG00000094545	2
ENSDARG00000103143	41
ENSDARG00000101690	29
ENSDARG00000077220	8
ENSDARG00000103998	1
ENSDARG00000109821	0
ENSDARG00000099475	2
ENSDARG00000104211	6
ENSDARG00000103229	8
ENSDARG00000099561	5
ENSDARG00000098071	1
ENSDARG00000113626	16
ENSDARG00000100061	7
ENSDARG00000101030	93
ENSDARG00000102316	10
ENSDARG00000077654	48
ENSDARG00000102098	0
ENSDARG00000114894	9
ENSDARG00000102837	0
ENSDARG00000102542	72
ENSDARG00000057983	211
ENSDARG00000098281	23
ENSDARG00000070546	2
ENSDARG00000102357	0
ENSDARG00000045676	4625
ENSDARG00000034300	332
ENSDARG00000045522	383
ENSDARG00000020015	994
ENSDARG00000101675	285
ENSDARG00000019235	1697
ENSDARG00000063097	311
ENSDARG00000045914	4762
ENSDARG00000100311	324
ENSDARG00000105724	1
ENSDARG00000105810	0
ENSDARG00000104208	0
ENSDARG00000102679	43
ENSDARG00000101883	164
ENSDARG00000100294	145
ENSDARG00000045677	1835
ENSDARG00000100578	30
ENSDARG00000006747	552
ENSDARG00000104852	49
ENSDARG00000094980	88
ENSDARG00000056938	323
ENSDARG00000100640	0
ENSDARG00000001912	23
ENSDARG00000014572	1497
ENSDARG00000056950	3187
ENSDARG00000104412	329
ENSDARG00000032639	62
ENSDARG00000100632	140
ENSDARG00000103346	45
ENSDARG00000033296	240
ENSDARG00000045878	11
ENSDARG00000098519	0
ENSDARG00000100164	30
ENSDARG00000056954	238
ENSDARG00000089142	91
ENSDARG00000099626	5
ENSDARG00000045877	2775
ENSDARG00000098406	20
ENSDARG00000077205	293
ENSDARG00000029105	470
ENSDARG00000006283	1109
ENSDARG00000068701	191
ENSDARG00000097967	1
ENSDARG00000110658	3
ENSDARG00000069292	10
ENSDARG00000103441	8
ENSDARG00000101475	0
ENSDARG00000045541	848
ENSDARG00000045542	1476
ENSDARG00000103675	1
ENSDARG00000045543	232
ENSDARG00000103689	39
ENSDARG00000105173	0
ENSDARG00000068705	536
ENSDARG00000045680	2377
ENSDARG00000012435	21
ENSDARG00000087438	5
ENSDARG00000097601	872
ENSDARG00000094593	4
ENSDARG00000016886	76
ENSDARG00000102008	8
ENSDARG00000045560	15402
ENSDARG00000075731	1
ENSDARG00000098522	1
ENSDARG00000007639	1769
ENSDARG00000039681	1498
ENSDARG00000011605	151
ENSDARG00000045864	273
ENSDARG00000113510	8
ENSDARG00000109251	6
ENSDARG00000063299	552
ENSDARG00000098390	289
ENSDARG00000079391	584
ENSDARG00000045913	1401
ENSDARG00000098985	2
ENSDARG00000109740	1
ENSDARG00000105244	2
ENSDARG00000101046	4
ENSDARG00000099145	2
ENSDARG00000070015	0
ENSDARG00000100112	39
ENSDARG00000101447	1
ENSDARG00000073915	22
ENSDARG00000095293	13
ENSDARG00000045863	0
ENSDARG00000091746	18
ENSDARG00000021647	1128
ENSDARG00000057974	493
ENSDARG00000100995	1
ENSDARG00000102994	0
ENSDARG00000101829	2
ENSDARG00000104351	0
ENSDARG00000063008	156
ENSDARG00000093470	0
ENSDARG00000068708	3635
ENSDARG00000015921	940
ENSDARG00000045681	363
ENSDARG00000045594	367
ENSDARG00000045911	275
ENSDARG00000045540	2445
ENSDARG00000045595	45
ENSDARG00000102659	0
ENSDARG00000105162	33
ENSDARG00000088524	4
ENSDARG00000063481	2
ENSDARG00000045847	1791
ENSDARG00000104468	1
ENSDARG00000105137	11
ENSDARG00000100387	0
ENSDARG00000100855	0
ENSDARG00000105306	9
ENSDARG00000102130	0
ENSDARG00000088245	9
ENSDARG00000099174	0
ENSDARG00000089814	19
ENSDARG00000096499	1
ENSDARG00000070230	364
ENSDARG00000098514	2
ENSDARG00000006215	4768
ENSDARG00000016691	5810
ENSDARG00000041665	1445
ENSDARG00000098515	186
ENSDARG00000045598	6293
ENSDARG00000087319	12
ENSDARG00000098270	26
ENSDARG00000096458	0
ENSDARG00000096437	0
ENSDARG00000016010	2093
ENSDARG00000045910	68
ENSDARG00000043796	209
ENSDARG00000091970	205
ENSDARG00000089304	12
ENSDARG00000045683	14
ENSDARG00000007018	202
ENSDARG00000045846	502
ENSDARG00000024874	240
ENSDARG00000095695	473
ENSDARG00000086650	2
ENSDARG00000092775	0
ENSDARG00000056152	1281
ENSDARG00000053563	643
ENSDARG00000096138	0
ENSDARG00000014024	52
ENSDARG00000098879	10
ENSDARG00000045580	6526
ENSDARG00000099520	2
ENSDARG00000058244	209
ENSDARG00000095997	25
ENSDARG00000093546	673
ENSDARG00000095596	8
